"project","version","code_lines","test_lines","test_ratio" 
Ghost,8,10926,514,0.04704374885593996
Ghost,9,12397,1070,0.08631120432362668
Ghost,10,20618,1342,0.0650887573964497
Ghost,11,19885,2790,0.1403067638923812
Ghost,12,22473,3425,0.1524051083522449
Ghost,13,23811,4014,0.1685775481920121
Ghost,14,25501,5064,0.19858044782557546
Ghost,15,26057,5325,0.20435967302452315
Ghost,16,28484,7284,0.2557225108833029
Ghost,17,49795,8035,0.16136158248820162
Ghost,18,18991,9052,0.47664683271023117
Ghost,19,21497,10819,0.503279527375913
Ghost,20,29696,12525,0.4217739762931034
Ghost,21,34095,14107,0.41375568265141516
Ghost,22,24404,11987,0.49118996885756433
Ghost,23,28193,14386,0.5102685063668286
Ghost,24,29970,14546,0.485352018685352
pyramid,1,24090,16276,0.6756330427563304
pyramid,2,25423,17270,0.6793061401093498
pyramid,3,28634,20092,0.7016833135433401
pyramid,4,30668,20724,0.6757532281205165
pyramid,5,30960,21017,0.678843669250646
pyramid,6,32742,22122,0.6756459593183067
pyramid,7,33474,22616,0.6756288462687459
pyramid,8,33750,22822,0.6762074074074074
pyramid,9,34889,23542,0.6747685516925105
pyramid,10,35039,23731,0.6772738948029339
pyramid,11,35133,23790,0.677141149346768
pyramid,12,35156,23811,0.6772954829901012
pyramid,13,35163,23809,0.677103773853198
pyramid,14,35973,24329,0.6763127901481667
pyramid,15,36404,24655,0.6772607405779585
pyramid,16,35974,24475,0.680352476788792
pyramid,17,36639,24888,0.6792761811184803
pyramid,18,36660,25035,0.6828968903436988
pyramid,19,36663,25035,0.6828410113738647
pyramid,20,36666,25035,0.6827851415480282
pyramid,21,36693,25039,0.6823917368435396
pyramid,22,37000,25279,0.6832162162162162
pyramid,23,37005,25279,0.6831239021753817
pyramid,24,37145,25372,0.6830529007941849
yii,1,305521,9087,0.029742636349056203
yii,2,305553,9104,0.0297951582867784
yii,3,565355,9104,0.016103156423839887
yii,4,565370,9104,0.01610272918619665
yii,5,565581,9110,0.016107330338183214
yii,6,565641,9110,0.01610562176362746
yii,7,566597,9110,0.016078447291461125
yii,8,566810,9110,0.01607240521515146
yii,9,567650,9682,0.017056284682462786
yii,10,572375,9704,0.016953920069884255
yii,11,572914,9759,0.017033970194479452
yii,12,573084,9727,0.01697307899016549
yii,13,574368,10584,0.01842721042955039
yii,14,575601,11250,0.019544788838101394
yii,15,578647,12454,0.02152262087248357
yii,16,579034,12673,0.021886452263597648
yii,17,579643,12970,0.022375841681862803
yii,18,581113,13360,0.022990365040878452
yii,19,581366,13438,0.02311452682131394
yii,20,581514,13472,0.023167112055771658
yii,21,584185,13877,0.023754461343581227
yii,22,585418,14615,0.024965067695219483
yii,23,585774,14764,0.02520425966328311
yii,24,587413,15260,0.025978315086659643
logstash,1,19735,3146,0.15941221180643528
logstash,2,22007,3888,0.17667105920843368
logstash,3,21726,3361,0.15469943846083034
logstash,4,23146,3902,0.1685820444137216
logstash,5,23543,4079,0.17325744382619038
logstash,6,24822,4508,0.18161308516638466
logstash,7,25697,4881,0.1899443514807176
logstash,8,26507,5475,0.20654921341532426
logstash,9,28377,6398,0.22546428445572117
logstash,10,20941,4979,0.2377632395778616
logstash,11,21000,5036,0.2398095238095238
logstash,12,22231,5309,0.23881066978543475
logstash,13,24079,5807,0.24116450018688484
logstash,14,24574,6139,0.24981687962887605
logstash,15,25891,6589,0.25448997721215866
logstash,16,26648,7252,0.2721404983488442
logstash,17,26942,7534,0.2796377403310816
logstash,18,21509,6371,0.2962015900320796
logstash,19,22044,6800,0.30847396116857195
logstash,20,22349,7209,0.32256476799856815
logstash,21,22803,7548,0.33100907775292726
logstash,22,23253,7842,0.3372468068636305
logstash,23,23741,8275,0.3485531359251927
logstash,24,23810,8371,0.35157496850062997
kivy,1,18847,874,0.046373428131798164
kivy,2,19468,874,0.044894185329771935
kivy,3,19332,898,0.046451479412373264
kivy,4,20400,984,0.04823529411764706
kivy,5,21144,940,0.04445705637533107
kivy,6,21865,940,0.04299108163731992
kivy,7,21789,990,0.04543577034283354
kivy,8,21978,990,0.04504504504504504
kivy,9,22661,1039,0.045849697718547286
kivy,10,24066,1450,0.06025097648134297
kivy,11,24303,1094,0.04501501872196848
kivy,12,24851,1268,0.05102410365780049
kivy,13,25509,1343,0.05264808498961151
kivy,14,26120,1343,0.05141653905053599
